ParentEduc,PracticeSport,IsFirstChild,NrSiblings,WklyStudyHours,MathScore,ReadingScore,WritingScore,Overall_Score,Grades,Gender_male,EthnicGroup_group A,EthnicGroup_group B,EthnicGroup_group C,EthnicGroup_group D,EthnicGroup_group E,LunchType_standard,TestPrep_completed,TestPrep_none,ParentMaritalStatus_divorced,ParentMaritalStatus_married,ParentMaritalStatus_single,ParentMaritalStatus_widowed,TransportMeans_private,TransportMeans_school_bus
0,3,1,4,1,57,62,73,64.0,3,False,False,False,False,False,True,True,True,False,False,False,True,False,False,True
6,3,2,1,0,65,86,80,77.0,2,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
2,3,1,2,0,73,56,57,62.0,3,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True
3,3,1,2,0,45,48,46,46.33,4,True,False,False,False,True,False,True,False,True,True,False,False,False,True,False
2,2,1,3,0,75,80,86,80.33,1,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True
5,1,2,2,0,67,76,76,73.0,2,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True
6,2,2,0,1,36,45,46,42.33,4,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
1,1,2,3,0,78,80,79,79.0,2,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
1,2,2,0,0,99,83,90,90.67,0,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False
6,3,1,1,1,64,87,80,77.0,2,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
2,3,2,0,1,85,73,74,77.33,2,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False
6,3,2,1,2,79,77,78,78.0,2,True,False,False,False,False,False,True,True,False,False,True,False,False,False,True
1,3,1,2,0,76,70,68,71.33,2,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
6,3,2,2,1,83,71,68,74.0,2,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
6,1,2,1,0,61,59,55,58.33,4,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
2,3,2,2,2,66,74,76,72.0,2,False,False,False,False,False,True,True,False,True,False,True,False,False,False,True
3,2,2,3,0,80,78,82,80.0,1,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True
1,1,2,1,2,66,61,59,62.0,3,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
6,2,1,2,0,47,41,44,44.0,4,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
1,2,1,1,0,73,75,69,72.33,2,True,False,False,False,False,False,True,True,False,False,False,True,False,False,True
0,2,1,2,1,39,45,50,44.67,4,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1,2,1,2,1,89,86,75,83.33,1,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
5,1,2,2,1,76,75,77,76.0,2,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
6,2,1,4,1,55,53,52,53.33,4,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,1,2,5,2,66,83,80,76.33,2,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
1,2,2,1,0,82,77,65,74.67,2,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
1,2,2,2,0,76,76,85,79.0,2,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
5,3,2,7,0,69,67,69,68.33,3,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False
5,2,2,5,0,100,88,83,90.33,0,True,False,False,False,False,True,True,True,False,True,False,False,False,True,False
6,2,1,2,0,52,52,45,49.67,4,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
1,2,1,3,2,56,73,70,66.33,3,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
3,2,2,5,1,48,56,52,52.0,4,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,3,1,2,0,73,76,80,76.33,2,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
2,1,2,3,1,62,58,54,58.0,4,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
2,3,2,0,3,67,61,68,65.33,3,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False
1,3,2,2,2,70,68,70,69.33,3,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
3,2,1,3,0,73,66,66,68.33,3,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False
4,1,2,3,0,74,80,88,80.67,1,False,False,False,False,True,False,True,True,False,False,False,False,True,True,False
1,3,1,1,0,83,72,78,77.67,2,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
2,3,2,2,1,61,69,67,65.67,3,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False
1,2,1,1,1,55,64,63,60.67,3,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
3,3,2,2,1,64,77,82,74.33,2,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3,1,1,3,2,74,85,78,79.0,2,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False
5,2,2,2,1,70,80,80,76.67,2,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
6,3,2,5,0,40,52,51,47.67,4,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
3,3,1,1,1,39,45,42,42.0,4,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
5,3,2,3,0,82,90,94,88.67,1,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
5,3,2,1,0,61,61,62,61.33,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True
5,2,2,2,2,29,23,19,23.67,4,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True
1,3,2,5,0,82,75,77,78.0,2,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True
6,3,2,2,1,39,54,49,47.33,4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
3,2,2,2,1,70,59,61,63.33,3,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True
1,3,1,3,1,45,36,34,38.33,4,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False
1,1,1,3,2,61,55,52,56.0,4,True,False,False,False,False,True,True,True,False,False,True,False,False,False,True
1,3,2,1,0,90,78,81,83.0,1,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
2,3,2,1,3,83,93,95,90.33,0,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
5,2,2,2,0,62,69,67,66.0,3,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
6,2,1,2,0,78,71,70,73.0,2,True,False,False,False,True,False,True,True,False,False,True,False,False,True,False
1,2,2,2,0,50,51,44,48.33,4,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False
6,3,1,3,1,23,37,26,28.67,4,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True
6,3,2,3,0,35,55,60,50.0,4,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True
3,2,2,1,2,61,62,54,59.0,4,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
0,2,2,0,0,62,74,64,66.67,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
0,3,2,1,1,66,74,72,70.67,2,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True
1,3,2,3,1,64,70,65,66.33,3,True,False,False,False,True,False,True,True,False,False,False,True,False,True,False
5,2,2,2,1,78,72,67,72.33,2,True,False,False,False,True,False,True,False,True,False,False,False,False,False,True
3,3,2,4,0,72,80,75,75.67,2,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
0,3,1,2,0,62,61,57,60.0,3,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
2,2,2,0,1,76,93,95,88.0,1,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
1,2,2,2,2,92,76,79,82.33,1,True,False,False,False,False,True,True,False,True,True,False,False,False,True,False
2,3,2,0,0,52,65,69,62.0,3,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False
5,0,1,4,2,67,57,53,59.0,4,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
5,3,1,1,1,61,76,78,71.67,2,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True
1,2,1,1,1,45,57,57,53.0,4,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
5,1,2,2,1,55,68,66,63.0,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
2,2,1,3,2,64,74,73,70.33,2,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
0,3,1,2,0,63,61,61,61.67,3,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False
5,3,2,1,1,40,65,67,57.33,4,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
5,3,1,1,1,77,88,87,84.0,1,False,False,False,False,True,False,True,False,True,True,False,False,False,True,False
3,1,2,1,0,56,61,57,58.0,4,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True
6,2,2,3,0,87,85,79,83.67,1,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False
5,2,1,2,0,53,58,59,56.67,4,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False
6,3,1,3,1,26,33,31,30.0,4,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
5,2,2,1,0,60,60,59,59.67,4,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True
2,2,1,2,2,51,59,62,57.33,4,True,True,False,False,False,False,False,True,False,False,True,False,False,True,False
3,3,2,2,0,69,58,53,60.0,3,True,False,False,True,False,False,True,True,False,False,True,False,False,False,False
2,2,0,3,2,64,67,63,64.67,3,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False
6,3,2,2,0,44,64,58,55.33,4,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
6,2,2,5,0,71,83,84,79.33,2,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
5,2,2,3,0,86,78,72,78.67,2,True,False,False,False,False,True,True,False,True,False,True,False,False,True,False
5,3,1,4,0,45,73,70,62.67,3,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
6,3,2,0,2,76,75,73,74.67,2,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
5,3,2,1,2,84,98,97,93.0,0,False,False,False,False,True,False,True,True,False,False,True,False,False,True,False
2,3,2,0,2,60,71,74,68.33,3,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
6,3,1,2,2,82,91,83,85.33,1,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
4,3,2,2,0,85,95,100,93.33,0,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
6,3,1,1,2,73,84,78,78.33,2,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False
2,2,2,1,0,67,64,63,64.67,3,True,True,False,False,False,False,True,False,True,False,True,False,False,True,False
1,3,2,1,0,80,86,83,83.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True
1,3,2,0,1,84,98,93,91.67,0,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
4,3,1,2,0,79,82,73,78.0,2,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False
6,2,2,3,2,40,50,47,45.67,4,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
6,1,1,5,0,35,41,40,38.67,4,False,True,False,False,False,False,False,False,True,True,False,False,False,True,False
5,2,2,2,0,69,77,76,74.0,2,False,False,False,False,False,True,True,False,True,True,False,False,False,True,False
2,3,2,0,1,62,71,68,67.0,3,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
0,2,2,4,0,58,79,68,68.33,3,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True
3,3,2,3,0,62,64,64,63.33,3,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
4,3,1,1,1,71,70,75,72.0,2,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True
6,2,2,0,0,75,68,60,67.67,3,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False
5,3,1,3,1,74,66,75,71.67,2,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
5,3,2,3,2,78,68,68,71.33,2,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True
1,2,2,4,2,60,55,58,57.67,4,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False
6,3,1,2,0,65,74,77,72.0,2,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True
3,1,1,5,0,48,65,61,58.0,4,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
6,2,2,0,1,73,62,57,64.0,3,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True
6,1,1,4,1,56,57,51,54.67,4,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
6,2,2,3,0,60,54,68,60.67,3,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
5,3,1,1,3,53,43,43,46.33,4,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True
5,2,1,2,2,51,66,57,58.0,4,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
3,3,2,4,0,88,99,100,95.67,0,False,False,False,False,True,False,True,True,False,False,False,True,False,True,False
3,2,2,0,0,55,59,63,59.0,4,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True
6,2,2,2,1,62,72,68,67.33,3,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
1,2,1,3,2,68,66,65,66.33,3,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True
1,2,2,3,0,84,81,78,81.0,1,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True
3,3,1,2,0,52,57,56,55.0,4,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True
1,1,1,5,2,86,83,84,84.33,1,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True
4,2,2,2,0,72,73,78,74.33,2,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
5,2,2,4,0,86,84,79,83.0,1,True,False,False,False,False,False,True,True,False,False,False,False,True,False,True
1,3,2,3,3,71,66,60,65.67,3,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
0,2,2,3,0,52,73,80,68.33,3,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3,2,1,3,0,86,74,70,76.67,2,True,False,False,False,False,True,True,False,True,False,False,True,False,True,False
2,3,2,3,1,68,72,66,68.67,3,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False
1,3,2,3,1,71,71,65,69.0,3,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False
5,2,1,4,0,70,59,63,64.0,3,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
3,3,1,3,0,57,56,54,55.67,4,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False
3,2,1,2,1,56,57,64,59.0,4,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False
4,1,2,0,2,47,59,68,58.0,4,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
6,3,2,0,1,57,83,78,72.67,2,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False
5,0,1,2,0,41,39,34,38.0,4,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False
